origin,tipo,adr
International,work,201.0
International,work,201.0
Portugal,work,119.0
International,work,99.9
International,work,105.3
Portugal,work+rest,106.0
Portugal,work,105.0
Portugal,weekend,110.0
Portugal,weekend,125.0
International,work+rest,142.13
International,work,109.0
International,work,103.5
International,work,109.0
International,work,137.7
International,work,121.0
International,work,121.0
International,work,191.9
Portugal,work+rest,137.7
International,work+rest,120.6
International,work+rest,139.5
International,work+rest,92.83
Portugal,work+rest,154.0
Portugal,work+rest,90.51
International,work,176.0
International,work,139.95
International,work,146.7
International,work,127.8
International,work+rest,95.13
International,work,121.8
International,work,132.18
International,work,91.38
International,work,114.75
International,work,132.0
International,work,220.0
International,work,92.03
International,work,168.3
International,work,139.95
International,work,141.1
International,work+rest,158.4
Portugal,work,152.0
International,work+rest,104.4
International,work,98.5
Portugal,work+rest,168.3
Portugal,work,177.0
Portugal,work,127.8
International,work,119.0
International,work,149.7
International,work+rest,100.87
International,work,186.3
International,work,140.7
International,work,210.57
International,work,72.76
International,work,131.0
International,work,80.75
International,work,80.75
Portugal,work,131.75
International,work+rest,158.95
International,work,6.0
International,work,80.75
International,work,80.75
International,work,80.75
International,work,93.16
International,work,80.75
International,work,86.24
International,work,126.38
International,work,120.0
Portugal,work,105.3
International,work,156.0
International,work,173.67
International,work,81.45
Portugal,work,65.0
Portugal,work,123.3
International,work+rest,72.25
International,work+rest,72.25
International,work+rest,81.25
International,work+rest,115.0
International,work+rest,115.0
International,work+rest,115.0
International,work+rest,96.0
International,work+rest,85.0
International,work+rest,96.0
International,work+rest,90.0
International,work+rest,96.0
International,work+rest,96.0
International,work+rest,96.0
International,work+rest,115.0
International,work+rest,96.0
International,work+rest,96.0
International,work+rest,96.0
International,work+rest,96.0
International,work+rest,115.0
International,work+rest,115.0
International,work+rest,115.0
International,work+rest,115.0
International,work+rest,115.0
International,work+rest,115.0
International,work+rest,115.0
International,work+rest,115.0
International,work+rest,90.0
International,work+rest,115.0
International,work+rest,115.0
International,work+rest,115.0
International,work+rest,166.0
International,work+rest,115.0
International,work+rest,173.7
International,work+rest,115.0
International,work+rest,90.0
International,work+rest,90.0
International,work+rest,115.0
International,work+rest,115.0
International,work+rest,90.0
International,work+rest,115.0
International,work+rest,115.0
International,work+rest,115.0
International,work+rest,115.0
International,work+rest,115.0
International,work+rest,115.0
International,work+rest,90.0
International,work+rest,115.0
International,work+rest,115.0
International,work+rest,115.0
International,work+rest,115.5
International,work+rest,106.5
International,work+rest,115.5
International,work+rest,90.0
International,work+rest,90.0
International,work+rest,90.0
Portugal,weekend,115.0
International,work+rest,124.8
International,work+rest,90.0
International,work+rest,115.0
International,work+rest,90.0
International,work+rest,115.0
International,work+rest,115.0
International,work+rest,90.0
International,work+rest,115.0
International,work+rest,105.96
International,work+rest,121.8
International,work+rest,115.0
International,work+rest,90.0
International,work+rest,115.0
Portugal,work+rest,108.0
International,work+rest,115.0
International,work+rest,115.0
International,work+rest,90.0
International,work+rest,115.0
International,work+rest,115.0
Portugal,work+rest,115.0
International,work+rest,90.0
International,work+rest,115.0
International,work+rest,115.0
International,work+rest,99.45
International,work+rest,115.0
Portugal,weekend,132.0
International,work+rest,85.0
International,work+rest,115.0
International,work+rest,72.25
International,work+rest,72.25
International,work+rest,90.0
International,work+rest,114.3
International,work+rest,155.7
International,work+rest,188.95
International,work+rest,141.3
International,work+rest,90.0
International,work+rest,115.0
International,work+rest,115.0
International,work+rest,90.0
International,work+rest,115.0
Portugal,work+rest,184.95
International,work+rest,141.3
International,work+rest,72.25
International,work+rest,81.25
International,work+rest,66.53
International,weekend,87.2
International,weekend,115.0
Portugal,weekend,65.0
Portugal,weekend,65.0
Portugal,weekend,65.0
Portugal,weekend,65.0
Portugal,weekend,67.0
Portugal,weekend,65.0
Portugal,weekend,65.0
Portugal,work+rest,65.0
Portugal,work+rest,65.0
Portugal,weekend,65.0
Portugal,weekend,65.0
Portugal,work+rest,65.0
Portugal,weekend,65.0
Portugal,work+rest,65.0
Portugal,weekend,65.0
Portugal,weekend,65.0
Portugal,weekend,65.0
Portugal,work+rest,65.0
Portugal,weekend,65.0
Portugal,work+rest,65.0
Portugal,weekend,65.0
Portugal,work,67.0
Portugal,weekend,105.3
Portugal,weekend,121.5
International,weekend,144.9
Portugal,weekend,111.0
International,weekend,105.3
Portugal,weekend,186.3
Portugal,weekend,121.0
International,work+rest,111.76
International,weekend,201.0
International,work+rest,117.55
International,work+rest,84.8
International,weekend,105.3
International,work+rest,90.1
International,weekend,94.5
International,work+rest,90.1
International,work+rest,168.3
International,weekend,109.0
International,weekend,130.0
Portugal,weekend,90.0
International,weekend,121.0
International,package,71.6
International,weekend,152.1
International,weekend,138.0
Portugal,weekend,149.4
International,work+rest,168.1
Portugal,weekend,102.0
Portugal,weekend,59.04
International,rest,104.39
International,work+rest,103.95
International,work+rest,90.5
International,work,102.7
International,work,159.0
International,work+rest,114.75
International,work+rest,132.88
International,work,159.0
International,work,205.0
Portugal,work+rest,79.0
Portugal,work+rest,104.0
Portugal,weekend,95.0
Portugal,work+rest,95.0
Portugal,work,88.0
Portugal,work,104.0
International,work,102.7
International,work+rest,300.0
International,work+rest,300.0
International,work+rest,134.3
International,work+rest,116.45
International,work,138.5
Portugal,work,129.0
Portugal,work,65.0
Portugal,work,74.0
Portugal,work,67.0
Portugal,work,65.0
Portugal,work,67.0
Portugal,work,67.0
Portugal,work,67.0
Portugal,work,67.0
Portugal,work,65.0
Portugal,weekend,67.0
Portugal,work,67.0
Portugal,work,67.0
Portugal,work,67.0
International,work,120.7
International,work,93.56
International,work,97.41
International,work,92.93
International,work+rest,130.5
International,work+rest,137.7
Portugal,work,65.0
Portugal,work+rest,67.0
Portugal,work+rest,65.0
Portugal,work,65.0
Portugal,work+rest,65.0
Portugal,work,67.0
Portugal,work+rest,65.0
Portugal,work,65.0
Portugal,work,67.0
International,work+rest,123.5
International,rest,99.45
International,work+rest,177.3
International,work+rest,168.3
International,work,87.2
International,work,73.81
Portugal,work+rest,162.0
Portugal,work+rest,164.25
International,work+rest,130.05
International,work+rest,65.49
International,work+rest,96.5
International,work+rest,96.5
International,work,181.0
International,work+rest,136.5
International,work+rest,108.45
International,work+rest,94.5
International,work+rest,109.0
International,work+rest,94.56
International,work+rest,189.95
International,work+rest,227.78
International,work+rest,109.0
International,work,121.0
International,work+rest,85.5
International,work+rest,78.45
International,work+rest,85.5
International,work+rest,71.65
International,rest,101.13
International,work+rest,89.25
International,work+rest,86.53
International,work+rest,114.75
International,work+rest,140.7
International,work+rest,81.08
International,work,174.0
International,work,174.0
Portugal,work,121.0
International,work+rest,133.45
International,work+rest,105.3
International,work,121.0
Portugal,work,66.42
International,work+rest,140.7
International,rest,87.58
International,work+rest,124.0
International,work+rest,124.0
International,work+rest,173.67
International,work+rest,85.86
International,work,162.0
International,work,149.0
International,work,166.0
International,work,166.0
International,work,121.5
International,work+rest,127.62
Portugal,work+rest,96.9
International,rest,72.25
International,rest,66.53
International,work+rest,140.27
International,work+rest,99.45
International,work+rest,141.18
International,work+rest,90.95
International,work+rest,87.55
International,work+rest,139.95
International,work,133.0
International,work,124.0
International,work+rest,91.38
International,work+rest,222.3
International,work+rest,81.25
International,work+rest,80.75
International,work,139.0
International,work+rest,83.0
International,work,94.5
International,work,94.5
International,work+rest,105.3
International,work+rest,101.25
International,work+rest,253.5
International,work+rest,167.0
International,work+rest,105.3
International,work+rest,72.25
International,work+rest,72.25
International,work,94.5
International,work+rest,62.18
International,work+rest,128.0
International,work+rest,119.0
International,work+rest,90.95
International,work+rest,91.68
International,work+rest,160.78
International,work+rest,103.7
International,work+rest,90.95
International,work+rest,109.53
International,work+rest,90.95
Portugal,work+rest,72.25
