origin,adr
Portugal,180.0
International,121.68
International,108.0
International,108.0
International,130.0
International,130.0
International,110.0
International,95.0
International,260.0
International,130.0
International,130.0
International,108.0
International,89.1
International,110.0
International,108.0
International,130.0
International,175.0
International,135.0
International,130.0
International,140.0
International,130.0
International,108.9
International,140.0
International,285.0
International,140.0
International,112.1
Portugal,180.0
International,112.1
International,112.1
International,94.59
International,108.9
International,79.0
International,135.9
International,111.2
International,126.88
International,108.0
International,108.0
International,121.1
International,140.0
International,126.0
International,144.0
International,96.25
International,150.0
International,126.0
International,108.0
International,285.0
International,140.0
International,130.0
International,139.2
International,98.1
International,130.0
International,130.0
International,130.0
International,99.0
International,140.0
International,99.0
International,130.0
International,130.0
International,126.0
International,108.9
International,99.0
